chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,4308707,4309194,NA_peak_1441,1.19415,5.34898,3.88141,381,4308489,4309469,gene=alsC,product=D-allose ABC transporter membrane subunit
U00096.3,4314843,4315772,NA_peak_1442,1.34599,17.5858,15.0153,259,4314344,4315102,gene=phnP,product=5-phospho-alpha-D-ribosyl 1%2C2-cyclic phosphate phosphodiesterase
U00096.3,4314843,4315772,NA_peak_1442,1.34599,17.5858,15.0153,259,4315104,4315538,gene=phnO,product=aminoalkylphosphonate N-acetyltransferase
U00096.3,4314843,4315772,NA_peak_1442,1.34599,17.5858,15.0153,259,4315525,4316082,gene=phnN,product=ribose 1%2C5-bisphosphate phosphokinase
U00096.3,4316220,4316820,NA_peak_1443,1.37389,19.4507,16.8301,316,4316082,4317218,gene=phnM,product=RPnTP hydrolase
U00096.3,4317341,4317909,NA_peak_1444,1.23072,8.94459,6.97342,374,4317215,4317895,gene=phnL,product=methylphosphonate degradation complex subunit PhnL
U00096.3,4318377,4318581,NA_peak_1445,1.29303,13.0607,10.7239,59,4318006,4318764,gene=phnK,product=carbon-phosphorus lyase subunit PhnK
U00096.3,4319304,4320205,NA_peak_1446,1.32741,16.076,13.5663,491,4318761,4319606,gene=phnJ,product=carbon-phosphorus lyase core complex subunit PhnJ
U00096.3,4319304,4320205,NA_peak_1446,1.32741,16.076,13.5663,491,4319599,4320663,gene=phnI,product=carbon-phosphorus lyase core complex subunit PhnI
U00096.3,4320483,4321026,NA_peak_1447,1.22139,8.96341,6.99023,99,4319599,4320663,gene=phnI,product=carbon-phosphorus lyase core complex subunit PhnI
U00096.3,4320483,4321026,NA_peak_1447,1.22139,8.96341,6.99023,99,4320663,4321247,gene=phnH,product=carbon-phosphorus lyase core complex subunit PhnH
U00096.3,4321398,4321637,NA_peak_1448,1.15442,4.62126,3.27132,71,4321244,4321696,gene=phnG,product=carbon-phosphorus lyase core complex subunit PhnG
U00096.3,4321750,4322291,NA_peak_1449,1.33187,15.8788,13.3781,251,4321697,4322422,gene=phnF,product=putative transcriptional regulator PhnF
U00096.3,4323016,4323468,NA_peak_1450,1.21174,7.48877,5.69736,133,4323336,4324352,gene=phnD,product=phosphonate/phosphate ABC transporter periplasmic binding protein
U00096.3,4324571,4324950,NA_peak_1451,1.35217,16.7232,14.1848,217,4324377,4325165,gene=phnC,product=phosphonate/phosphate ABC transporter ATP binding subunit
U00096.3,4325484,4325638,NA_peak_1452,1.1369,3.50958,2.35038,106,4325298,4325741,gene=yjdN,product=PF06983 family protein YjdN
U00096.3,4327957,4328369,NA_peak_1453,1.25306,9.05829,7.07407,303,4327135,4329363,gene=rdcA,product=regulator of diguanylate cyclase RdcA
U00096.3,4329505,4329882,NA_peak_1454,1.33525,14.3863,11.967,122,4329360,4330238,gene=rdcB,product=regulator of diguanylate cyclase RdcB
U00096.3,4329934,4330097,NA_peak_1455,1.10908,2.45289,1.48512,0,4329360,4330238,gene=rdcB,product=regulator of diguanylate cyclase RdcB
U00096.3,4330951,4331197,NA_peak_1456,1.22574,7.07179,5.34013,122,4330502,4332004,gene=proP,product=osmolyte:H(+) symporter ProP
U00096.3,4331437,4331791,NA_peak_1457,1.28594,10.6019,8.45837,289,4330502,4332004,gene=proP,product=osmolyte:H(+) symporter ProP
U00096.3,4332756,4333119,NA_peak_1458,1.35043,15.4865,13.0055,168,4332181,4333272,gene=basS,product=sensor histidine kinase BasS
U00096.3,4334521,4334893,NA_peak_1459,1.24403,8.4028,6.49527,129,4333947,4335590,gene=eptA,product=phosphoethanolamine transferase EptA
U00096.3,4338467,4338706,NA_peak_1460,1.13358,2.91306,1.86012,102,4338254,4340521,gene=adiA,product=arginine decarboxylase%2C degradative
U00096.3,4345056,4345394,NA_peak_1461,1.21335,6.73987,5.0562,75,4344929,4345558,gene=yjdF,product=DUF2238 domain-containing inner membrane protein YjdF
U00096.3,4348315,4348572,NA_peak_1462,1.24983,7.75231,5.92619,135,4347404,4348744,gene=dcuB,product=anaerobic C4-dicarboxylate transporter DcuB
U00096.3,4351361,4351521,NA_peak_1463,1.1803,4.91508,3.51725,86,4350031,4351662,gene=dcuS,product=sensor histidine kinase DcuS
U00096.3,4364109,4364558,NA_peak_1464,1.23045,7.50353,5.71026,171,4363345,4365042,gene=dsbD,product=thiol-disulfide exchange protein DsbD
U00096.3,4367255,4367483,NA_peak_1465,1.14749,3.83022,2.61574,194,4366891,4368327,gene=aspA,product=aspartate ammonia-lyase
U00096.3,4372225,4372464,NA_peak_1466,1.35759,16.2651,13.7463,61,4371025,4372671,gene=groL,product=chaperonin GroEL
U00096.3,4372876,4373024,NA_peak_1467,1.24675,8.16252,6.28427,55,4372809,4373162,gene=yjeI,product=DUF4156 domain-containing lipoprotein YjeI
U00096.3,4374700,4374978,NA_peak_1468,1.26282,8.77316,6.82217,99,4374629,4375657,gene=epmB,product=lysine 2%2C3-aminomutase
U00096.3,4376906,4377152,NA_peak_1469,1.2918,11.4592,9.23986,160,4376875,4377192,gene=gdx,product=guanidinium exporter
U00096.3,4380616,4381155,NA_peak_1470,1.12048,3.27237,2.15586,178,4380510,4382318,gene=frdA,product=fumarate reductase flavoprotein subunit
U00096.3,4381743,4381908,NA_peak_1471,1.1253,3.07609,1.99434,8,4380510,4382318,gene=frdA,product=fumarate reductase flavoprotein subunit
U00096.3,4381978,4382177,NA_peak_1472,1.11137,2.64347,1.64119,6,4380510,4382318,gene=frdA,product=fumarate reductase flavoprotein subunit
U00096.3,4387085,4387288,NA_peak_1473,1.19593,6.08748,4.50294,67,4386047,4389370,gene=mscM,product=miniconductance mechanosensitive channel MscM
U00096.3,4387670,4387834,NA_peak_1474,1.194,6.10692,4.51973,95,4386047,4389370,gene=mscM,product=miniconductance mechanosensitive channel MscM
U00096.3,4388285,4388576,NA_peak_1475,1.22151,7.84224,6.00468,133,4386047,4389370,gene=mscM,product=miniconductance mechanosensitive channel MscM
U00096.3,4389708,4389983,NA_peak_1476,1.23033,7.74891,5.92335,62,4389392,4390360,gene=psd,product=phosphatidylserine decarboxylase proenzyme
U00096.3,4391227,4391381,NA_peak_1477,1.14628,3.87275,2.65086,71,4390457,4391509,gene=rsgA,product=ribosome small subunit-dependent GTPase A
U00096.3,4392412,4392602,NA_peak_1478,1.18809,5.25347,3.80085,160,4391604,4392149,gene=orn,product=oligoribonuclease
U00096.3,4394175,4394626,NA_peak_1479,1.3694,16.6947,14.1577,112,4394066,4395613,gene=nnr,product=NAD(P)HX epimerase/NAD(P)HX dehydratase
U00096.3,4395183,4395485,NA_peak_1480,1.23808,7.71684,5.8961,260,4394066,4395613,gene=nnr,product=NAD(P)HX epimerase/NAD(P)HX dehydratase
U00096.3,4396830,4396981,NA_peak_1481,1.15462,4.06726,2.81232,78,4396065,4397402,gene=amiB,product=N-acetylmuramoyl-L-alanine amidase B
U00096.3,4397339,4397547,NA_peak_1482,1.23821,8.5077,6.58757,95,4396065,4397402,gene=amiB,product=N-acetylmuramoyl-L-alanine amidase B
U00096.3,4397339,4397547,NA_peak_1482,1.23821,8.5077,6.58757,95,4397412,4399259,gene=mutL,product=DNA mismatch repair protein MutL
U00096.3,4397611,4398040,NA_peak_1483,1.15465,4.4819,3.15566,153,4397412,4399259,gene=mutL,product=DNA mismatch repair protein MutL
U00096.3,4400946,4401403,NA_peak_1484,1.24333,8.66603,6.72748,191,4400672,4401952,gene=hflX,product=ribosome rescue factor HflX
U00096.3,4402256,4402903,NA_peak_1485,1.24316,9.11946,7.12892,590,4402038,4403297,gene=hflK,product=regulator of FtsH protease
U00096.3,4403882,4404133,NA_peak_1486,1.19856,6.36168,4.73529,161,4403300,4404304,gene=hflC,product=regulator of FtsH protease
U00096.3,4405380,4405592,NA_peak_1487,1.16111,4.03762,2.78747,114,4404687,4405985,gene=purA,product=adenylosuccinate synthetase
U00096.3,4406780,4407069,NA_peak_1488,1.19329,5.90687,4.35051,92,4406654,4409095,gene=rnr,product=RNase R
U00096.3,4407298,4407773,NA_peak_1489,1.34063,14.8757,12.428,333,4406654,4409095,gene=rnr,product=RNase R
U00096.3,4408117,4408336,NA_peak_1490,1.16484,4.8333,3.44878,96,4406654,4409095,gene=rnr,product=RNase R
U00096.3,4409423,4409888,NA_peak_1491,1.27017,10.6159,8.47114,146,4409275,4410006,gene=rlmB,product=23S rRNA 2'-O-ribose G2251 methyltransferase
U00096.3,4410967,4411130,NA_peak_1492,1.17064,4.56867,3.22753,91,4410553,4411251,gene=yjfJ,product=PspA family protein YjfJ
U00096.3,4413275,4413498,NA_peak_1493,1.19326,5.8871,4.33451,127,4413028,4414191,gene=yjfC,product=putative acid--amine ligase YjfC
U00096.3,4413557,4413732,NA_peak_1494,1.1208,2.82193,1.78608,127,4413028,4414191,gene=yjfC,product=putative acid--amine ligase YjfC
U00096.3,4417458,4417609,NA_peak_1495,1.19328,5.75962,4.22687,97,4416952,4417701,gene=yjfP,product=carboxylesterase
U00096.3,4419162,4419391,NA_peak_1496,1.24892,8.42859,6.51823,89,4418561,4419625,gene=ulaG,product=L-ascorbate-6-phosphate lactonase
U00096.3,4421776,4421928,NA_peak_1497,1.20228,6.06811,4.48728,42,4421708,4422172,gene=ulaC,product=L-ascorbate specific PTS enzyme IIA component
U00096.3,4422286,4422716,NA_peak_1498,1.20967,7.14978,5.40643,325,4422186,4422836,gene=ulaD,product=3-keto-L-gulonate-6-phosphate decarboxylase UlaD
U00096.3,4423768,4424276,NA_peak_1499,1.20334,6.45567,4.81472,46,4423700,4424386,gene=ulaF,product=L-ribulose-5-phosphate 4-epimerase UlaF
U00096.3,4425460,4425614,NA_peak_1500,1.12171,2.91718,1.86346,2,4425118,4425513,gene=rpsF,product=30S ribosomal subunit protein S6
U00096.3,4425460,4425614,NA_peak_1500,1.12171,2.91718,1.86346,2,4425520,4425834,gene=priB,product=primosomal replication protein N
U00096.3,4432797,4432944,NA_peak_1501,1.11541,2.68713,1.67609,106,4432091,4433056,gene=ytfF,product=inner membrane protein YtfF
U00096.3,4433291,4433630,NA_peak_1502,1.34266,14.8462,12.4007,224,4433164,4434024,gene=qorB,product=NAD(P)H:quinone oxidoreductase
U00096.3,4437152,4437418,NA_peak_1503,1.41663,19.3148,16.6974,102,4436755,4437495,gene=cysQ,product=3'(2')%2C5'-bisphosphate nucleotidase
U00096.3,4442461,4442674,NA_peak_1504,1.19683,5.24014,3.78946,46,4442382,4444115,gene=tamA,product=translocation and assembly module subunit TamA
U00096.3,4444848,4445063,NA_peak_1505,1.21639,7.09203,5.35741,70,4444112,4447891,gene=tamB,product=translocation and assembly module subunit TamB
U00096.3,4446196,4446563,NA_peak_1506,1.21384,6.98621,5.26667,255,4444112,4447891,gene=tamB,product=translocation and assembly module subunit TamB
U00096.3,4451597,4451746,NA_peak_1507,1.14264,3.42003,2.27749,131,4451058,4452560,gene=ytfR,product=galactofuranose ABC transporter putative ATP binding subunit
U00096.3,4451883,4452070,NA_peak_1508,1.09785,2.23388,1.30707,186,4451058,4452560,gene=ytfR,product=galactofuranose ABC transporter putative ATP binding subunit
U00096.3,4452368,4452874,NA_peak_1509,1.17534,4.95141,3.54697,56,4451058,4452560,gene=ytfR,product=galactofuranose ABC transporter putative ATP binding subunit
U00096.3,4452368,4452874,NA_peak_1509,1.17534,4.95141,3.54697,56,4452571,4453596,gene=ytfT,product=galactofuranose ABC transporter putative membrane subunit YtfT
U00096.3,4458272,4458534,NA_peak_1510,1.22805,7.21533,5.46296,70,4457959,4459311,gene=tldE,product=metalloprotease subunit TldE
U00096.3,4461325,4461480,NA_peak_1511,1.13783,3.48465,2.33027,37,4460522,4462660,gene=nrdD,product=anaerobic ribonucleoside-triphosphate reductase
U00096.3,4465249,4465482,NA_peak_1512,1.26171,9.80294,7.73916,135,4464759,4466180,gene=treB,product=trehalose-specific PTS enzyme IIBC component
U00096.3,4473422,4473612,NA_peak_1513,1.29348,9.8509,7.7816,85,4473340,4474053,gene=bdcA,product=c-di-GMP-binding biofilm dispersal mediator protein
U00096.3,4477540,4477950,NA_peak_1514,1.19625,6.35723,4.73139,283,4477307,4478311,gene=argI,product=ornithine carbamoyltransferase ArgI
U00096.3,4481314,4481651,NA_peak_1515,1.30538,12.6737,10.3622,148,4480982,4483837,gene=valS,product=valine--tRNA ligase
U00096.3,4481816,4482060,NA_peak_1516,1.16078,4.64269,3.28946,36,4480982,4483837,gene=valS,product=valine--tRNA ligase
U00096.3,4483445,4483641,NA_peak_1517,1.15529,3.91569,2.687,54,4480982,4483837,gene=valS,product=valine--tRNA ligase
U00096.3,4483980,4484229,NA_peak_1518,1.25836,9.44766,7.42202,130,4483837,4484280,gene=holC,product=DNA polymerase III subunit chi
U00096.3,4484464,4485164,NA_peak_1519,1.24546,8.91003,6.94275,468,4484440,4485951,gene=pepA,product=aminopeptidase A/I
U00096.3,4485363,4485521,NA_peak_1520,1.18735,5.69709,4.17405,60,4484440,4485951,gene=pepA,product=aminopeptidase A/I
U00096.3,4486357,4486642,NA_peak_1521,1.27213,10.2492,8.13993,182,4486218,4487318,gene=lptF,product=lipopolysaccharide transport system protein LptF
U00096.3,4486887,4487094,NA_peak_1522,1.24752,9.12748,7.13626,89,4486218,4487318,gene=lptF,product=lipopolysaccharide transport system protein LptF
U00096.3,4487529,4487780,NA_peak_1523,1.35118,15.9509,13.447,123,4487318,4488400,gene=lptG,product=lipopolysaccharide transport system protein LptG
U00096.3,4487920,4488134,NA_peak_1524,1.16869,4.61126,3.26346,75,4487318,4488400,gene=lptG,product=lipopolysaccharide transport system protein LptG
U00096.3,4495352,4495562,NA_peak_1525,1.16973,3.98991,2.74862,102,4495190,4496209,gene=ahr,product=NADPH-dependent aldehyde reductase Ahr
U00096.3,4495744,4496025,NA_peak_1526,1.23957,7.87567,6.03367,184,4495190,4496209,gene=ahr,product=NADPH-dependent aldehyde reductase Ahr
U00096.3,4498623,4498800,NA_peak_1527,1.21882,6.22295,4.61829,131,4498272,4498637,gene=insC6,product=IS2 insertion element repressor InsA
U00096.3,4498623,4498800,NA_peak_1527,1.21882,6.22295,4.61829,131,4498595,4499500,gene=insD6,product=IS2 insertion element protein InsB
U00096.3,4502921,4503298,NA_peak_1528,1.32169,13.1967,10.8513,159,4502103,4503431,gene=insG,product=IS4 family putative transposase
U00096.3,4509141,4509479,NA_peak_1529,1.13612,3.30199,2.17948,253,4509009,4509479,locus_tag=b4623,product=IS911B regulator fragment
U00096.3,4512470,4512767,NA_peak_1530,1.2462,8.91391,6.9457,160,4512411,4513409,gene=fecC,product=ferric citrate ABC transporter membrane subunit FecC
U00096.3,4512948,4513226,NA_peak_1531,1.27344,10.3977,8.27329,157,4512411,4513409,gene=fecC,product=ferric citrate ABC transporter membrane subunit FecC
U00096.3,4513577,4513795,NA_peak_1532,1.13962,3.66971,2.48295,118,4513406,4514308,gene=fecB,product=ferric citrate ABC transporter periplasmic binding protein
U00096.3,4513988,4514239,NA_peak_1533,1.24279,8.79756,6.84377,157,4513406,4514308,gene=fecB,product=ferric citrate ABC transporter periplasmic binding protein
U00096.3,4515787,4516544,NA_peak_1534,1.22418,8.24952,6.36078,282,4514353,4516677,gene=fecA,product=ferric citrate outer membrane transporter
U00096.3,4516872,4517646,NA_peak_1535,1.31297,13.4868,11.1242,561,4516764,4517717,gene=fecR,product=ferric citrate regulator FecR
U00096.3,4517826,4518147,NA_peak_1536,1.3914,18.1265,15.5364,171,4517714,4518235,gene=fecI,product=RNA polymerase sigma factor FecI
U00096.3,4518642,4519038,NA_peak_1537,1.13554,3.48131,2.32744,231,4518527,4518802,gene=insA7,product=IS1 family repressor protein InsA
U00096.3,4523327,4523706,NA_peak_1538,1.42015,20.0764,17.4431,240,4522127,4524094,gene=yjhG,product=D-xylonate dehydratase
U00096.3,4527136,4527298,NA_peak_1539,1.21052,6.55564,4.89961,87,4526905,4527537,gene=sgcE,product=putative epimerase SgcE
U00096.3,4527565,4527729,NA_peak_1540,1.2406,8.17388,6.29432,117,4527549,4527980,gene=sgcA,product=putative PTS enzyme IIA component SgcA
U00096.3,4532462,4532753,NA_peak_1541,1.34392,15.3139,12.841,177,4532437,4533183,gene=yjhP,product=putative methyltransferase YjhP
U00096.3,4532855,4533107,NA_peak_1542,1.28067,10.5058,8.37141,58,4532437,4533183,gene=yjhP,product=putative methyltransferase YjhP
U00096.3,4547091,4547285,NA_peak_1543,1.16224,4.14226,2.87511,94,4545096,4547732,gene=fimD,product=type I fimbriae usher protein
U00096.3,4550187,4550359,NA_peak_1544,1.14505,4.07549,2.81858,78,4549953,4551296,gene=gntP,product=fructuronate transporter
U00096.3,4550891,4552038,NA_peak_1545,2.07354,260.539,256.581,601,4549953,4551296,gene=gntP,product=fructuronate transporter
U00096.3,4550891,4552038,NA_peak_1545,2.07354,260.539,256.581,601,4551636,4552820,gene=uxuA,product=D-mannonate dehydratase
U00096.3,4552840,4553081,NA_peak_1546,1.28521,13.4343,11.0748,108,4552901,4554361,gene=uxuB,product=D-mannonate oxidoreductase
U00096.3,4553249,4554687,NA_peak_1547,2.07965,155.887,152.392,1099,4552901,4554361,gene=uxuB,product=D-mannonate oxidoreductase
U00096.3,4553249,4554687,NA_peak_1547,2.07965,155.887,152.392,1099,4554576,4555349,gene=uxuR,product=DNA-binding transcriptional repressor UxuR
U00096.3,4557300,4557514,NA_peak_1548,1.19262,5.50011,4.00769,125,4556993,4557385,gene=iraD,product=anti-adaptor protein IraD
U00096.3,4557300,4557514,NA_peak_1548,1.19262,5.50011,4.00769,125,4557378,4558289,gene=hypT,product=DNA-binding transcriptional dual regulator HypT
U00096.3,4558480,4558915,NA_peak_1549,1.23729,8.6133,6.68054,274,4558354,4559526,gene=iadA,product=isoaspartyl dipeptidase
U00096.3,4558975,4559318,NA_peak_1550,1.34621,16.1063,13.5954,210,4558354,4559526,gene=iadA,product=isoaspartyl dipeptidase
U00096.3,4559853,4560048,NA_peak_1551,1.25971,8.95328,6.98121,72,4559539,4560000,gene=yjiG,product=Gate family protein YjiG
U00096.3,4559853,4560048,NA_peak_1551,1.25971,8.95328,6.98121,72,4559997,4560680,gene=yjiH,product=uncharacterized protein YjiH
U00096.3,4562245,4562425,NA_peak_1552,1.22843,6.91934,5.21027,132,4561497,4562675,gene=yjiJ,product=putative transporter YjiJ
U00096.3,4564055,4564431,NA_peak_1553,1.26509,9.94069,7.86203,202,4563922,4564689,gene=yjiL,product=putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase
U00096.3,4567022,4567190,NA_peak_1554,1.27357,9.86929,7.7983,66,4565966,4567246,gene=yjiN,product=DUF445 domain-containing protein YjiN
U00096.3,4570215,4570380,NA_peak_1555,1.26368,8.38114,6.4762,76,4570162,4571574,gene=yjiR,product=fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR
U00096.3,4571252,4571522,NA_peak_1556,1.43161,18.9984,16.3871,138,4570162,4571574,gene=yjiR,product=fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR
U00096.3,4581489,4581934,NA_peak_1557,1.21065,6.34003,4.71725,315,4581459,4583048,gene=hsdM,product=type I restriction enzyme EcoKI methylase subunit
U00096.3,4582067,4582220,NA_peak_1558,1.18986,5.42849,3.94773,85,4581459,4583048,gene=hsdM,product=type I restriction enzyme EcoKI methylase subunit
U00096.3,4583404,4583844,NA_peak_1559,1.18344,5.60573,4.09707,109,4583249,4586761,gene=hsdR,product=type I restriction enzyme EcoKI endonuclease subunit
U00096.3,4585395,4585641,NA_peak_1560,1.14406,3.73688,2.53853,221,4583249,4586761,gene=hsdR,product=type I restriction enzyme EcoKI endonuclease subunit
U00096.3,4586044,4586215,NA_peak_1561,1.17939,5.27989,3.82246,141,4583249,4586761,gene=hsdR,product=type I restriction enzyme EcoKI endonuclease subunit
U00096.3,4588294,4588445,NA_peak_1562,1.24253,8.02579,6.165,75,4587909,4588865,gene=yjiA,product=P-loop guanosine triphosphatase YjiA
U00096.3,4589867,4590241,NA_peak_1563,1.17912,5.72484,4.19717,93,4589129,4591279,gene=btsT,product=pyruvate:H(+) symporter
U00096.3,4590969,4591117,NA_peak_1564,1.16036,4.51406,3.18281,18,4589129,4591279,gene=btsT,product=pyruvate:H(+) symporter
U00096.3,4592518,4592713,NA_peak_1565,1.20769,6.42199,4.78663,25,4591657,4593312,gene=tsr,product=methyl-accepting chemotaxis protein Tsr
U00096.3,4592971,4593245,NA_peak_1566,1.24739,8.08948,6.22059,189,4591657,4593312,gene=tsr,product=methyl-accepting chemotaxis protein Tsr
U00096.3,4594150,4594319,NA_peak_1567,1.18416,4.71999,3.3541,66,4593361,4594722,gene=lgoT,product=galactonate:H(+) symporter
U00096.3,4596346,4596704,NA_peak_1568,1.38792,16.8666,14.3224,179,4595990,4597012,gene=lgoD,product=L-galactonate oxidoreductase
U00096.3,4597717,4597913,NA_peak_1569,1.15993,3.91587,2.68715,80,4597150,4599441,gene=opgB,product=phosphoglycerol transferase I
U00096.3,4605352,4605651,NA_peak_1570,1.31741,12.6846,10.3722,171,4604875,4605663,gene=fhuF,product=ferric-siderophore reductase FhuF
U00096.3,4606691,4606964,NA_peak_1571,1.25479,8.88295,6.91874,165,4606669,4607700,gene=rsmC,product=16S rRNA m(2)G1207 methyltransferase
U00096.3,4607026,4607200,NA_peak_1572,1.19484,5.92538,4.36636,58,4606669,4607700,gene=rsmC,product=16S rRNA m(2)G1207 methyltransferase
